id,name,type_1,type_2,height,weight,category,abilities,habitat,color,is_legendary,is_mythical,evolution_chain
363,spheal,Ice,Water,8,395,spheal,"['thick-fat', 'ice-body', 'oblivious']",sea,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/187/
364,sealeo,Ice,Water,11,876,sealeo,"['thick-fat', 'ice-body', 'oblivious']",sea,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/187/
365,walrein,Ice,Water,14,1506,walrein,"['thick-fat', 'ice-body', 'oblivious']",sea,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/187/
366,clamperl,Water,,4,525,clamperl,"['shell-armor', 'rattled']",sea,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/188/
367,huntail,Water,,17,270,huntail,"['swift-swim', 'water-veil']",sea,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/188/
368,gorebyss,Water,,18,226,gorebyss,"['swift-swim', 'hydration']",sea,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/188/
369,relicanth,Water,Rock,10,234,relicanth,"['swift-swim', 'rock-head', 'sturdy']",sea,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/189/
370,luvdisc,Water,,6,87,luvdisc,"['swift-swim', 'hydration']",sea,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/190/
371,bagon,Dragon,,6,421,bagon,"['rock-head', 'sheer-force']",rough-terrain,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/191/
372,shelgon,Dragon,,11,1105,shelgon,"['rock-head', 'overcoat']",rough-terrain,white,False,False,https://pokeapi.co/api/v2/evolution-chain/191/
373,salamence,Dragon,Flying,15,1026,salamence,"['intimidate', 'moxie']",rough-terrain,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/191/
374,beldum,Steel,Psychic,6,952,beldum,"['clear-body', 'light-metal']",rough-terrain,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/192/
375,metang,Steel,Psychic,12,2025,metang,"['clear-body', 'light-metal']",rough-terrain,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/192/
376,metagross,Steel,Psychic,16,5500,metagross,"['clear-body', 'light-metal']",rough-terrain,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/192/
377,regirock,Rock,,17,2300,regirock,"['clear-body', 'sturdy']",cave,brown,True,False,https://pokeapi.co/api/v2/evolution-chain/193/
378,regice,Ice,,18,1750,regice,"['clear-body', 'ice-body']",cave,blue,True,False,https://pokeapi.co/api/v2/evolution-chain/194/
379,registeel,Steel,,19,2050,registeel,"['clear-body', 'light-metal']",cave,gray,True,False,https://pokeapi.co/api/v2/evolution-chain/195/
380,latias,Dragon,Psychic,14,400,latias,['levitate'],waters-edge,red,True,False,https://pokeapi.co/api/v2/evolution-chain/196/
381,latios,Dragon,Psychic,20,600,latios,['levitate'],waters-edge,blue,True,False,https://pokeapi.co/api/v2/evolution-chain/197/
382,kyogre,Water,,45,3520,kyogre,['drizzle'],sea,blue,True,False,https://pokeapi.co/api/v2/evolution-chain/198/
383,groudon,Ground,,35,9500,groudon,['drought'],rough-terrain,red,True,False,https://pokeapi.co/api/v2/evolution-chain/199/
384,rayquaza,Dragon,Flying,70,2065,rayquaza,['air-lock'],rare,green,True,False,https://pokeapi.co/api/v2/evolution-chain/200/
385,jirachi,Steel,Psychic,3,11,jirachi,['serene-grace'],mountain,yellow,False,True,https://pokeapi.co/api/v2/evolution-chain/201/
386,deoxys-normal,Psychic,,17,608,deoxys,['pressure'],rare,red,False,True,https://pokeapi.co/api/v2/evolution-chain/202/
387,turtwig,Grass,,4,102,turtwig,"['overgrow', 'shell-armor']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/203/
388,grotle,Grass,,11,970,grotle,"['overgrow', 'shell-armor']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/203/
389,torterra,Grass,Ground,22,3100,torterra,"['overgrow', 'shell-armor']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/203/
390,chimchar,Fire,,5,62,chimchar,"['blaze', 'iron-fist']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/204/
391,monferno,Fire,Fighting,9,220,monferno,"['blaze', 'iron-fist']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/204/
392,infernape,Fire,Fighting,12,550,infernape,"['blaze', 'iron-fist']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/204/
393,piplup,Water,,4,52,piplup,"['torrent', 'competitive']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/205/
394,prinplup,Water,,8,230,prinplup,"['torrent', 'competitive']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/205/
395,empoleon,Water,Steel,17,845,empoleon,"['torrent', 'competitive']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/205/
396,starly,Normal,Flying,3,20,starly,"['keen-eye', 'reckless']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/206/
397,staravia,Normal,Flying,6,155,staravia,"['intimidate', 'reckless']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/206/
398,staraptor,Normal,Flying,12,249,staraptor,"['intimidate', 'reckless']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/206/
399,bidoof,Normal,,5,200,bidoof,"['simple', 'unaware', 'moody']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/207/
400,bibarel,Normal,Water,10,315,bibarel,"['simple', 'unaware', 'moody']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/207/
401,kricketot,Bug,,3,22,kricketot,"['shed-skin', 'run-away']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/208/
402,kricketune,Bug,,10,255,kricketune,"['swarm', 'technician']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/208/
403,shinx,Electric,,5,95,shinx,"['rivalry', 'intimidate', 'guts']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/209/
404,luxio,Electric,,9,305,luxio,"['rivalry', 'intimidate', 'guts']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/209/
405,luxray,Electric,,14,420,luxray,"['rivalry', 'intimidate', 'guts']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/209/
406,budew,Grass,Poison,2,12,budew,"['natural-cure', 'poison-point', 'leaf-guard']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/158/
407,roserade,Grass,Poison,9,145,roserade,"['natural-cure', 'poison-point', 'technician']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/158/
408,cranidos,Rock,,9,315,cranidos,"['mold-breaker', 'sheer-force']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/211/
409,rampardos,Rock,,16,1025,rampardos,"['mold-breaker', 'sheer-force']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/211/
410,shieldon,Rock,Steel,5,570,shieldon,"['sturdy', 'soundproof']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/212/
411,bastiodon,Rock,Steel,13,1495,bastiodon,"['sturdy', 'soundproof']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/212/
412,burmy,Bug,,2,34,burmy,"['shed-skin', 'overcoat']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/213/
413,wormadam-plant,Bug,Grass,5,65,wormadam,"['anticipation', 'overcoat']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/213/
414,mothim,Bug,Flying,9,233,mothim,"['swarm', 'tinted-lens']",,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/213/
415,combee,Bug,Flying,3,55,combee,"['honey-gather', 'hustle']",,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/214/
416,vespiquen,Bug,Flying,12,385,vespiquen,"['pressure', 'unnerve']",,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/214/
417,pachirisu,Electric,,4,39,pachirisu,"['run-away', 'pickup', 'volt-absorb']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/215/
418,buizel,Water,,7,295,buizel,"['swift-swim', 'water-veil']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/216/
419,floatzel,Water,,11,335,floatzel,"['swift-swim', 'water-veil']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/216/
420,cherubi,Grass,,4,33,cherubi,['chlorophyll'],,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/217/
421,cherrim,Grass,,5,93,cherrim,['flower-gift'],,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/217/
422,shellos,Water,,3,63,shellos,"['sticky-hold', 'storm-drain', 'sand-force']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/218/
423,gastrodon,Water,Ground,9,299,gastrodon,"['sticky-hold', 'storm-drain', 'sand-force']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/218/
424,ambipom,Normal,,12,203,ambipom,"['technician', 'pickup', 'skill-link']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/93/
425,drifloon,Ghost,Flying,4,12,drifloon,"['aftermath', 'unburden', 'flare-boost']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/219/
426,drifblim,Ghost,Flying,12,150,drifblim,"['aftermath', 'unburden', 'flare-boost']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/219/
427,buneary,Normal,,4,55,buneary,"['run-away', 'klutz', 'limber']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/220/
428,lopunny,Normal,,12,333,lopunny,"['cute-charm', 'klutz', 'limber']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/220/
429,mismagius,Ghost,,9,44,mismagius,['levitate'],,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/98/
430,honchkrow,Dark,Flying,9,273,honchkrow,"['insomnia', 'super-luck', 'moxie']",,black,False,False,https://pokeapi.co/api/v2/evolution-chain/97/
431,glameow,Normal,,5,39,glameow,"['limber', 'own-tempo', 'keen-eye']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/221/
432,purugly,Normal,,10,438,purugly,"['thick-fat', 'own-tempo', 'defiant']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/221/
433,chingling,Psychic,,2,6,chingling,['levitate'],,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/184/
434,stunky,Poison,Dark,4,192,stunky,"['stench', 'aftermath', 'keen-eye']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/223/
435,skuntank,Poison,Dark,10,380,skuntank,"['stench', 'aftermath', 'keen-eye']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/223/
436,bronzor,Steel,Psychic,5,605,bronzor,"['levitate', 'heatproof', 'heavy-metal']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/224/
437,bronzong,Steel,Psychic,13,1870,bronzong,"['levitate', 'heatproof', 'heavy-metal']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/224/
438,bonsly,Rock,,5,150,bonsly,"['sturdy', 'rock-head', 'rattled']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/91/
439,mime-jr,Psychic,Fairy,6,130,mime-jr,"['soundproof', 'filter', 'technician']",,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/57/
440,happiny,Normal,,6,244,happiny,"['natural-cure', 'serene-grace', 'friend-guard']",,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/51/
441,chatot,Normal,Flying,5,19,chatot,"['keen-eye', 'tangled-feet', 'big-pecks']",,black,False,False,https://pokeapi.co/api/v2/evolution-chain/228/
442,spiritomb,Ghost,Dark,10,1080,spiritomb,"['pressure', 'infiltrator']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/229/
443,gible,Dragon,Ground,7,205,gible,"['sand-veil', 'rough-skin']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/230/
444,gabite,Dragon,Ground,14,560,gabite,"['sand-veil', 'rough-skin']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/230/
445,garchomp,Dragon,Ground,19,950,garchomp,"['sand-veil', 'rough-skin']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/230/
446,munchlax,Normal,,6,1050,munchlax,"['pickup', 'thick-fat', 'gluttony']",,black,False,False,https://pokeapi.co/api/v2/evolution-chain/72/
447,riolu,Fighting,,7,202,riolu,"['steadfast', 'inner-focus', 'prankster']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/232/
448,lucario,Fighting,Steel,12,540,lucario,"['steadfast', 'inner-focus', 'justified']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/232/
449,hippopotas,Ground,,8,495,hippopotas,"['sand-stream', 'sand-force']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/233/
450,hippowdon,Ground,,20,3000,hippowdon,"['sand-stream', 'sand-force']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/233/
451,skorupi,Poison,Bug,8,120,skorupi,"['battle-armor', 'sniper', 'keen-eye']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/234/
452,drapion,Poison,Dark,13,615,drapion,"['battle-armor', 'sniper', 'keen-eye']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/234/
453,croagunk,Poison,Fighting,7,230,croagunk,"['anticipation', 'dry-skin', 'poison-touch']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/235/
454,toxicroak,Poison,Fighting,13,444,toxicroak,"['anticipation', 'dry-skin', 'poison-touch']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/235/
455,carnivine,Grass,,14,270,carnivine,['levitate'],,green,False,False,https://pokeapi.co/api/v2/evolution-chain/236/
456,finneon,Water,,4,70,finneon,"['swift-swim', 'storm-drain', 'water-veil']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/237/
457,lumineon,Water,,12,240,lumineon,"['swift-swim', 'storm-drain', 'water-veil']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/237/
458,mantyke,Water,Flying,10,650,mantyke,"['swift-swim', 'water-absorb', 'water-veil']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/116/
459,snover,Grass,Ice,10,505,snover,"['snow-warning', 'soundproof']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/239/
460,abomasnow,Grass,Ice,22,1355,abomasnow,"['snow-warning', 'soundproof']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/239/
461,weavile,Dark,Ice,11,340,weavile,"['pressure', 'pickpocket']",,black,False,False,https://pokeapi.co/api/v2/evolution-chain/109/
462,magnezone,Electric,Steel,12,1800,magnezone,"['magnet-pull', 'sturdy', 'analytic']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/34/
463,lickilicky,Normal,,17,1400,lickilicky,"['own-tempo', 'oblivious', 'cloud-nine']",,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/48/
464,rhyperior,Ground,Rock,24,2828,rhyperior,"['lightning-rod', 'solid-rock', 'reckless']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/50/
465,tangrowth,Grass,,20,1286,tangrowth,"['chlorophyll', 'leaf-guard', 'regenerator']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/52/
466,electivire,Electric,,18,1386,electivire,"['motor-drive', 'vital-spirit']",,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/60/
467,magmortar,Fire,,16,680,magmortar,"['flame-body', 'vital-spirit']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/61/
468,togekiss,Fairy,Flying,15,380,togekiss,"['hustle', 'serene-grace', 'super-luck']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/87/
469,yanmega,Bug,Flying,19,515,yanmega,"['speed-boost', 'tinted-lens', 'frisk']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/95/
470,leafeon,Grass,,10,255,leafeon,"['leaf-guard', 'chlorophyll']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/67/
471,glaceon,Ice,,8,259,glaceon,"['snow-cloak', 'ice-body']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/67/
472,gliscor,Ground,Flying,20,425,gliscor,"['hyper-cutter', 'sand-veil', 'poison-heal']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/104/
473,mamoswine,Ice,Ground,25,2910,mamoswine,"['oblivious', 'snow-cloak', 'thick-fat']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/112/
474,porygon-z,Normal,,9,340,porygon-z,"['adaptability', 'download', 'analytic']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/68/
475,gallade,Psychic,Fighting,16,520,gallade,"['steadfast', 'sharpness', 'justified']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/140/
476,probopass,Rock,Steel,14,3400,probopass,"['sturdy', 'magnet-pull', 'sand-force']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/147/
477,dusknoir,Ghost,,22,1066,dusknoir,"['pressure', 'frisk']",,black,False,False,https://pokeapi.co/api/v2/evolution-chain/182/
478,froslass,Ice,Ghost,13,266,froslass,"['snow-cloak', 'cursed-body']",,white,False,False,https://pokeapi.co/api/v2/evolution-chain/186/
479,rotom,Electric,Ghost,3,3,rotom,['levitate'],,red,False,False,https://pokeapi.co/api/v2/evolution-chain/240/
480,uxie,Psychic,,3,3,uxie,['levitate'],,yellow,True,False,https://pokeapi.co/api/v2/evolution-chain/241/
481,mesprit,Psychic,,3,3,mesprit,['levitate'],,pink,True,False,https://pokeapi.co/api/v2/evolution-chain/242/
482,azelf,Psychic,,3,3,azelf,['levitate'],,blue,True,False,https://pokeapi.co/api/v2/evolution-chain/243/
483,dialga,Steel,Dragon,54,6830,dialga,"['pressure', 'telepathy']",,white,True,False,https://pokeapi.co/api/v2/evolution-chain/244/
484,palkia,Water,Dragon,42,3360,palkia,"['pressure', 'telepathy']",,purple,True,False,https://pokeapi.co/api/v2/evolution-chain/245/
485,heatran,Fire,Steel,17,4300,heatran,"['flash-fire', 'flame-body']",,brown,True,False,https://pokeapi.co/api/v2/evolution-chain/246/
486,regigigas,Normal,,37,4200,regigigas,['slow-start'],,white,True,False,https://pokeapi.co/api/v2/evolution-chain/247/
487,giratina-altered,Ghost,Dragon,45,7500,giratina,"['pressure', 'telepathy']",,black,True,False,https://pokeapi.co/api/v2/evolution-chain/248/
488,cresselia,Psychic,,15,856,cresselia,['levitate'],,yellow,True,False,https://pokeapi.co/api/v2/evolution-chain/249/
489,phione,Water,,4,31,phione,['hydration'],,blue,False,True,https://pokeapi.co/api/v2/evolution-chain/250/
490,manaphy,Water,,3,14,manaphy,['hydration'],,blue,False,True,https://pokeapi.co/api/v2/evolution-chain/250/
491,darkrai,Dark,,15,505,darkrai,['bad-dreams'],,black,False,True,https://pokeapi.co/api/v2/evolution-chain/252/
492,shaymin-land,Grass,,2,21,shaymin,['natural-cure'],,green,False,True,https://pokeapi.co/api/v2/evolution-chain/253/
493,arceus,Normal,,32,3200,arceus,['multitype'],,white,False,True,https://pokeapi.co/api/v2/evolution-chain/254/
494,victini,Psychic,Fire,4,40,victini,['victory-star'],,yellow,False,True,https://pokeapi.co/api/v2/evolution-chain/255/
495,snivy,Grass,,6,81,snivy,"['overgrow', 'contrary']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/256/
496,servine,Grass,,8,160,servine,"['overgrow', 'contrary']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/256/
497,serperior,Grass,,33,630,serperior,"['overgrow', 'contrary']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/256/
498,tepig,Fire,,5,99,tepig,"['blaze', 'thick-fat']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/257/
499,pignite,Fire,Fighting,10,555,pignite,"['blaze', 'thick-fat']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/257/
500,emboar,Fire,Fighting,16,1500,emboar,"['blaze', 'reckless']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/257/
501,oshawott,Water,,5,59,oshawott,"['torrent', 'shell-armor']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/258/
502,dewott,Water,,8,245,dewott,"['torrent', 'shell-armor']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/258/
503,samurott,Water,,15,946,samurott,"['torrent', 'shell-armor']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/258/
504,patrat,Normal,,5,116,patrat,"['run-away', 'keen-eye', 'analytic']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/259/
505,watchog,Normal,,11,270,watchog,"['illuminate', 'keen-eye', 'analytic']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/259/
506,lillipup,Normal,,4,41,lillipup,"['vital-spirit', 'pickup', 'run-away']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/260/
507,herdier,Normal,,9,147,herdier,"['intimidate', 'sand-rush', 'scrappy']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/260/
508,stoutland,Normal,,12,610,stoutland,"['intimidate', 'sand-rush', 'scrappy']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/260/
509,purrloin,Dark,,4,101,purrloin,"['limber', 'unburden', 'prankster']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/261/
510,liepard,Dark,,11,375,liepard,"['limber', 'unburden', 'prankster']",,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/261/
511,pansage,Grass,,6,105,pansage,"['gluttony', 'overgrow']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/262/
512,simisage,Grass,,11,305,simisage,"['gluttony', 'overgrow']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/262/
513,pansear,Fire,,6,110,pansear,"['gluttony', 'blaze']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/263/
514,simisear,Fire,,10,280,simisear,"['gluttony', 'blaze']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/263/
515,panpour,Water,,6,135,panpour,"['gluttony', 'torrent']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/264/
516,simipour,Water,,10,290,simipour,"['gluttony', 'torrent']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/264/
517,munna,Psychic,,6,233,munna,"['forewarn', 'synchronize', 'telepathy']",,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/265/
518,musharna,Psychic,,11,605,musharna,"['forewarn', 'synchronize', 'telepathy']",,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/265/
519,pidove,Normal,Flying,3,21,pidove,"['big-pecks', 'super-luck', 'rivalry']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/266/
520,tranquill,Normal,Flying,6,150,tranquill,"['big-pecks', 'super-luck', 'rivalry']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/266/
521,unfezant,Normal,Flying,12,290,unfezant,"['big-pecks', 'super-luck', 'rivalry']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/266/
522,blitzle,Electric,,8,298,blitzle,"['lightning-rod', 'motor-drive', 'sap-sipper']",,black,False,False,https://pokeapi.co/api/v2/evolution-chain/267/
523,zebstrika,Electric,,16,795,zebstrika,"['lightning-rod', 'motor-drive', 'sap-sipper']",,black,False,False,https://pokeapi.co/api/v2/evolution-chain/267/
524,roggenrola,Rock,,4,180,roggenrola,"['sturdy', 'weak-armor', 'sand-force']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/268/
525,boldore,Rock,,9,1020,boldore,"['sturdy', 'weak-armor', 'sand-force']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/268/
526,gigalith,Rock,,17,2600,gigalith,"['sturdy', 'sand-stream', 'sand-force']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/268/
527,woobat,Psychic,Flying,4,21,woobat,"['unaware', 'klutz', 'simple']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/269/
528,swoobat,Psychic,Flying,9,105,swoobat,"['unaware', 'klutz', 'simple']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/269/
529,drilbur,Ground,,3,85,drilbur,"['sand-rush', 'sand-force', 'mold-breaker']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/270/
530,excadrill,Ground,Steel,7,404,excadrill,"['sand-rush', 'sand-force', 'mold-breaker']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/270/
531,audino,Normal,,11,310,audino,"['healer', 'regenerator', 'klutz']",,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/271/
532,timburr,Fighting,,6,125,timburr,"['guts', 'sheer-force', 'iron-fist']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/272/
533,gurdurr,Fighting,,12,400,gurdurr,"['guts', 'sheer-force', 'iron-fist']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/272/
534,conkeldurr,Fighting,,14,870,conkeldurr,"['guts', 'sheer-force', 'iron-fist']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/272/
535,tympole,Water,,5,45,tympole,"['swift-swim', 'hydration', 'water-absorb']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/273/
536,palpitoad,Water,Ground,8,170,palpitoad,"['swift-swim', 'hydration', 'water-absorb']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/273/
537,seismitoad,Water,Ground,15,620,seismitoad,"['swift-swim', 'poison-touch', 'water-absorb']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/273/
538,throh,Fighting,,13,555,throh,"['guts', 'inner-focus', 'mold-breaker']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/274/
539,sawk,Fighting,,14,510,sawk,"['sturdy', 'inner-focus', 'mold-breaker']",,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/275/
540,sewaddle,Bug,Grass,3,25,sewaddle,"['swarm', 'chlorophyll', 'overcoat']",,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/276/
541,swadloon,Bug,Grass,5,73,swadloon,"['leaf-guard', 'chlorophyll', 'overcoat']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/276/
542,leavanny,Bug,Grass,12,205,leavanny,"['swarm', 'chlorophyll', 'overcoat']",,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/276/
543,venipede,Bug,Poison,4,53,venipede,"['poison-point', 'swarm', 'speed-boost']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/277/
544,whirlipede,Bug,Poison,12,585,whirlipede,"['poison-point', 'swarm', 'speed-boost']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/277/
545,scolipede,Bug,Poison,25,2005,scolipede,"['poison-point', 'swarm', 'speed-boost']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/277/
546,cottonee,Grass,Fairy,3,6,cottonee,"['prankster', 'infiltrator', 'chlorophyll']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/278/
547,whimsicott,Grass,Fairy,7,66,whimsicott,"['prankster', 'infiltrator', 'chlorophyll']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/278/
548,petilil,Grass,,5,66,petilil,"['chlorophyll', 'own-tempo', 'leaf-guard']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/279/
549,lilligant,Grass,,11,163,lilligant,"['chlorophyll', 'own-tempo', 'leaf-guard']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/279/
550,basculin-red-striped,Water,,10,180,basculin,"['reckless', 'adaptability', 'mold-breaker']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/280/
551,sandile,Ground,Dark,7,152,sandile,"['intimidate', 'moxie', 'anger-point']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/281/
552,krokorok,Ground,Dark,10,334,krokorok,"['intimidate', 'moxie', 'anger-point']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/281/
553,krookodile,Ground,Dark,15,963,krookodile,"['intimidate', 'moxie', 'anger-point']",,red,False,False,https://pokeapi.co/api/v2/evolution-chain/281/
